   17	2023-12-01 09:21:29	1	0	1	0
   46	2023-12-01 09:24:41	1	0	1	0
    7	2023-12-01 09:26:52	1	0	1	0
   38	2023-12-01 09:26:58	1	0	1	0
   37	2023-12-01 09:29:41	1	0	1	0
   26	2023-12-01 09:29:46	1	0	1	0
   45	2023-12-01 09:36:53	1	0	1	0
   43	2023-12-01 09:49:50	1	0	1	0
   35	2023-12-01 09:54:08	1	0	1	0
   23	2023-12-01 09:58:08	1	0	1	0
   21	2023-12-01 10:04:29	1	0	1	0
   11	2023-12-01 10:04:31	1	0	1	0
   15	2023-12-01 10:04:38	1	0	1	0
   39	2023-12-01 10:07:02	1	0	1	0
   44	2023-12-01 10:10:12	1	0	1	0
   40	2023-12-01 10:14:00	1	0	1	0
   13	2023-12-01 10:16:25	1	0	1	0
   12	2023-12-01 10:31:57	1	0	1	0
   30	2023-12-01 10:40:42	1	0	1	0
    8	2023-12-01 10:58:42	1	0	1	0
    7	2023-12-01 12:08:09	1	0	1	0
   37	2023-12-01 16:24:22	1	0	1	0
   38	2023-12-01 16:35:20	1	0	1	0
    8	2023-12-01 17:25:44	1	0	1	0
   13	2023-12-01 17:25:47	1	0	1	0
   15	2023-12-01 17:30:18	1	0	1	0
   35	2023-12-01 17:31:23	1	0	1	0
   30	2023-12-01 17:44:49	1	0	1	0
   10	2023-12-01 17:46:00	1	0	1	0
   45	2023-12-01 17:53:28	1	0	1	0
   46	2023-12-01 17:54:51	1	0	1	0
   23	2023-12-01 17:57:56	1	0	1	0
   44	2023-12-01 18:01:51	1	0	1	0
   17	2023-12-01 18:03:44	1	0	1	0
   26	2023-12-01 18:04:20	1	0	1	0
   11	2023-12-01 18:05:54	1	0	1	0
   40	2023-12-01 18:12:35	1	0	1	0
   36	2023-12-01 18:12:40	1	0	1	0
   18	2023-12-01 18:12:45	1	0	1	0
   12	2023-12-01 18:12:52	1	0	1	0
   39	2023-12-01 18:13:30	1	0	1	0
   28	2023-12-04 09:00:23	1	0	1	0
   38	2023-12-04 09:12:49	1	0	1	0
   17	2023-12-04 09:24:13	1	0	1	0
    7	2023-12-04 09:24:28	1	0	1	0
   46	2023-12-04 09:27:12	1	0	1	0
   45	2023-12-04 09:39:23	1	0	1	0
   43	2023-12-04 09:49:11	1	0	1	0
   26	2023-12-04 09:50:05	1	0	1	0
   31	2023-12-04 09:54:30	1	0	1	0
   11	2023-12-04 09:56:54	1	0	1	0
   23	2023-12-04 10:00:06	1	0	1	0
   35	2023-12-04 10:00:13	1	0	1	0
   30	2023-12-04 10:08:42	1	0	1	0
   12	2023-12-04 10:12:08	1	0	1	0
   13	2023-12-04 10:13:58	1	0	1	0
    8	2023-12-04 10:26:21	1	0	1	0
   44	2023-12-04 10:28:15	1	0	1	0
   36	2023-12-04 10:54:50	1	0	1	0
   18	2023-12-04 11:33:01	1	0	1	0
